11;"Rozen Maiden";Shōnen;12;25;Automne;Octobre;2004;Terminée;Nomad;"Jun est un garçon renfermé qui adore acheter en ligne des objets ""mystiques"". Alors qu'il ne tombait que sur des arnaques, il reçoit une boite étrange dans laquelle repose une poupée. Après avoir tourné la clé dans son dos, la poupée prend vie; mais il est soudainement attaqué par un clown. Sa seule chance de survie est de devenir le serviteur de Shinku (la poupée) afin qu'elle puisse utiliser ses pouvoirs pour se débarrasser de l'intrus. Seul hic, s'il prête serment, il restera son serviteur jusqu'à la fin. Après quelques hésitations, il finit par accepter et reçoit une bague, preuve du contrat passé. Mais ce qu'il ignore encore, c'est qu'il va être bientôt être entraîner dans une grande bataille entre les Rozen Maiden.";1;
12;Mai-HiME;Tout;26;25;Automne;;2004;Terminée;Sunrise;"HIghly advanced Materialzing Equipement  (HIME)... Le pourvoir de méta matérialisation.<br />
<br />
L’académie Fuuka, une école privée réputée, est sur le point de devenir le théâtre tragique de 13 jeunes filles à la destinée hors du commun.<br />
<br />
Mai, 15 ans, vient tout juste d'être transférée dans une école réputée. Ce qui est pour elle une chance. Issue d'une famille modeste elle vivra de petits boulots, et la paye servira à payer sa chambre de dortoir ainsi que la nourriture pour elle et son petit frère. Enfin c'est ce que Mai imaginait jusqu'à ce que le ferry qui devait l'emmener à la dite académie deviennent le terrain d'affrontement d’êtres aux capacités qui dépassent celles du commun des mortels. S'enchaîne alors un combat frénétique entre une fille brune armée de deux pistolets et d'une autre armée d'une énorme épée suffisamment aiguisée pour trancher sans effort... Un camion... Voir même... le ferry !!!<br />
<br />
C'est  « miraculeusement » que Mai arrive à son bon port, mais elle ignore que ce qui c'est passer lors de sa traverser n'est que le début d'une grande aventure ou se mêleront amour, amitié, combat et destinée.<br />
<br />
Le troisième acte des contes de l'académie Fuuka peut maintenant commencer...";6;
13;"NHK ni Yōkoso!";Seinen;24;25;Été;Juillet;2006;Terminée;Gonzo;"Tatsuhiro Satô est un hikikomori c'est à dire une personne qui préfère rester enfermée chez elle plutôt que de vivre en société. Cela fait déjà trois ans qu'il est resté enfermé chez lui à réfléchir et il en est arrivé à la conclusion que sa situation est dû à un complot de la NHK (chaîne de tv japonaise) afin de créer plein d'hikikomori. Il décide alors de lutter contre cette conspiration et de sortir de chez lui mais c'est pas toujours facile pour un hikikomori.";2;
14;"Kimikiss Pure Rouge";Tout;24;24;Automne;;2007;Terminée;"J.C. STAFF";"Mao Mizusawa, de retour après deux ans en France revient au Japon dans l'objectif d'y finir ses études, c'est ainsi qu'elle retrouve ses deux amis d'enfances, Kouichi Sanada et Kazuki Aihara. C'est ici que les histoires de cœur commencent...";6;
15;"Basilisk ~Kōga Ninpō Chō~";Shōnen;24;24;Printemps;Avril;2005;Terminée;Gonzo;"En l'an 1614, le shogun Tokugawa doit décider de sa succession entre ses deux fils. Il va pour cela ordonner à deux clans ninja ennemis - les Koga et les Iga -, chacun représentant l'un des fils, de fournir chacun 10 combattants. Ces derniers s'affronteront dans un combat à mort dont le vainqueur scellera par la même occasion la succession. En récompense, le clan vainqueur obtient l'annihilation du clan rival et le soutien de la famille Tokugawa dans l'avenir.<br />
<br />
Seul problème, les chefs des deux clans, Gennosuke Koga et Oboro Iga, sont fou amoureux l'un de l'autre. Vont-ils pouvoir aller à l'encontre de leur destin tragique ?";1;
16;GTO;Shōnen;43;24;Été;Juin;1999;Terminée;Pierrot;"Ancien chef de gang, Onizuka est considéré comme l'une des terreurs de Shonan. A 22 ans il n'a encore jamais eu de relation avec une fille. Pour y remédier, Eikichi décide de devenir enseignant. Son fantasme consiste à séduire les jeunes lycéennes dont il aura la charge. <br />
<br />
Pour son plus grand désespoir, il hérite d'une classe de troisième. La particularité de cette classe est qu'elle est réputé pour plonger leurs enseignants dans la dépression et les inciter à démissionner.<br />
<br />
Devise : ""22 ans, célibataire, libre comme l'air !""";1;
17;"Kidō Senshi Gundam SEED";Shōnen;50;24;Automne;Octobre;2002;Terminée;Sunrise;"Kira Yamato est un jeune étudiant sur la colonie neutre Heliopolis, lorsque celle-ci est prise d’assaut par ZAFT, les forces armées des PLANT qui cherchent à s’emparer des nouveaux prototypes de Mobile Suit des Forces de l’Alliance Terrestre, les Strike, Aegis, Buster, Blitz et Duel.<br />
Commence pour Kira et ses amis, embarqués à leur corps défendant sur le croiseur terrien Archangel, une fuite éperdue à travers l’espace, puis sur Terre à travers le globe, fuyant les forces de ZAFT.<br />
<br />
""Source: Beez""";1;
18;"Kidō Senshi Gundam SEED Destiny";Shōnen;50;24;Automne;Octobre;2004;Terminée;Sunrise;"La paix est revenue. Alliés comme ennemis ont trouvé la mort dans l'ultime bataille. Les deux camps sont maintenant exsangues. Mais ce n'est pas en signant des cessez-le-feu qu'on éteint la flamme de la revanche et les vieilles rancunes.<br />
<br />
Shinn Asuka est l'une de ces victimes : jeune citoyen d'Orb, il a vu toute sa famille périr sous ses yeux lors de ce conflit et depuis, il voue une haine sans limite envers ceux qu'il considère comme les assasins de sa famille.<br />
<br />
Quelque années plus tard, en 73 de l'Ere Cosmique, on le retrouve comme soldat, aux côtés des forces de ZAFT. L'heure est au réarmement pour les Coordinateurs.<br />
<br />
Gilbert Durandal, le nouvel homme fort de ZAFT s'apprête à inaugurer un nouveau vaisseau, le Minerva, quand soudain un trio de terroristes non-identifiés s'emparent de trois prototypes de Mobile Suits de la toute dernière génération, les Gundam Gaia, Abyss et Chaos. Cagalli, autorité suprême d'Orb en visite dans la base ZAFT avec Asran, sont témoins malgré eux d'une série d'évènements qui vont à nouveau entraîner le monde dans un conflit armé.<br />
<br />
""Source: Beez""";1;
19;"Full Metal Panic!";Shōnen;24;24;Hiver;Janvier;2001;Terminée;Gonzo;"Une organisation militaire cachée nommé Mithril mobilise des troupes pour protéger secrètement une jeune fille japonaise dans le champ de bataille le plus dangereux de tous : ""Le lycée"". Sagara Sousuke, sergent au service de cette organisation, doit s'intégrer à la vie du lycée. Va t-il y arriver ? Sachant qu'il n'a jamais vécu comme une personne normale ? Cessera-t-il d'apporter des armes à feu sur le campus ?";1;
21;"Hagane no Renkinjutsushi";Shōnen;51;24;Automne;Octobre;2003;Terminée;BONES;"L'alchimie réside à la transformation de la matière. Le principe d'équivalence consiste en le fait qu'il n'est pas possible de créer quelque chose à partir de rien, pour obtenir quelque chose, il faut impérativement sacrifier quelque chose de même valeur...<br />
L'histoire suit les aventures de deux frères, Edward et Alphonse Elric. Après le décès de leur mère, ceux-ci décident d'apprendre l'alchimie dans le but de la ressusciter, en dépit qu'il s'agisse de l'interdit ultime en alchimie.<br />
Leur expérience se solde par un échec et voit même pour Alphonse, la perte de son corp, et pour Edward la perte de sa jambe gauche. Néanmoins, Edward réussie à installer l'esprit d'Alphonse dans une vieille armure.<br />
Dans leurs but de retrouver leurs corps respectifs, les deux frères se retrouvent à se mettre à la recherche de la pierre philosophale, pierre aux pouvoirs immense et qui devrait leurs permettre de récupérer leurs corps.<br />
Dans le but d'avoir d'avantage d'accès pour leurs recherches, Edward se laisse enrôler dans l’armée en tant que alchimie d'état, alchimistes au service de l'armée. Celui-ci se voit attribuer un titre personnel, comme tout alchimiste d'état, celui de ""Full Metal Alchemist"".";1;
22;"Heroic Age";Shōnen;26;24;Printemps;Avril;2007;Terminée;XEBEC;"La tribu d'Or, la civilisation la plus puissante de l'univers, lança un appel en direction des autres civilisations le peuplant. Quatre répondirent à l'appel, la tribu d'Argent, celle de Bronze , celle des Héros et enfin en dernier la tribu de Fer (les humains). Après la disparition de la tribu d'Or les autres tribus furent soumises par la tribu d'Argent. Mais avant son départ la tribu d'Or éleva un enfant qui aura pour mission de sauver la tribu de Fer. L'ultime espoir des humains est de trouver cet enfant pour qu'il combatte en leur nom pour changer à jamais le visage de l'univers...";1;
23;"Get Backers";Shōnen;49;24;Automne;Octobre;2002;Terminée;"Studio DEEN";"Mido Ban et Amano Ginji, sont des récupérateurs connus sous le nom de Get Backers. Avec eux c'est satisfaction garantie à 100% sur un bien perdu ou volé. Tout deux possèdent des pouvoirs pour les aider dans leur mission. Ginji produit de l'électricité et Ban possède le terrible Jagan. Ceux-ci se révèleront très précieux au cours de leurs missions...";1;
24;"Shaman King";Shōnen;64;24;Automne;Août;2001;Terminée;XEBEC;"Oyamada Manta est un lycéen ayant la capacité de voir les esprits. Celui ci fait la connaissance de Yoh Asakura, un shaman ayant la faculté à ce que un esprit puisse prendre possession de son corps pour que ceux-ci puissent accomplir leurs dernières volontés.<br />
Yoh explique à Manta que son but est de devenir le Shaman King, mais ceci n'est pas une tâche facile et la place est convoitée par beaucoups...";1;
25;"Romeo X Juliet";Shōjo;24;24;Printemps;;2007;Terminée;Gonzo;"Neo Verona était dirigé par les Capulet. Jusqu'au jour où Lord Laertes Montaigu pris le pouvoir en tuant tous les membres et partisans de la famille Capulet. <br />
<br />
Seule survivante du massacre, la jeune Juliet dû se cacher depuis ce sinistre jour. Conrad, l'ancien capitaine des gardes, la déguisa et l’éleva comme un garçon pour la protéger.<br />
<br />
Après plusieurs années, Juliet qui ne se souviens plus de son passé, s’est habituée à sa vie de garçon. Elle tombe amoureuse d’un mystérieux jeune homme après que celui-ci l’ai secouru. Son premier et grand amour s’avère n’être autre que le fils de Laertes Montaigu. <br />
<br />
Son destin bascule lorsqu’elle apprend la vérité sur son passé. Déchirée entre son devoir et son amour, qu’elle sera donc sa réaction ?";4;
26;"Code Geass ~ Hangyaku no Lelouch";Shōnen;25;24;Automne;Octobre;2006;Terminée;Sunrise;"En 2017 du Calendrier Impérial Britaniens, sept ans se sont écoulés depuis que Britania a déclaré la guerre au Japon. Ce dernier, n'ayant pu résister aux nouvelles armes de l'empire Britanien (appelés Nightmares), est devenu un territoire de l'empire appelé Zone 11. Les Japonais n'ont plus le droit d'être appelés ""Japonais"" mais ""Elevens"", et sont maltraités par les nobles Britaniens.<br />
<br />
Lelouch Lamperouge, étudiant à l'académie Ashford, se trouve un jour impliqué dans le vol d'une arme chimique qui se trouve être en réalité une fille. En même temps, il retrouve son meilleur ami d'enfance, Suzaku Kururugi. Malheureusement pour lui, les soldats de l'armée Impériale le retrouve et s'apprêtent à le tuer.<br />
<br />
C'est à ce moment-là que la fille s'interpose et meurt. Elle parvient tout de même à passer un contrat avec lui, elle lui donnera son pouvoir, le Geass, Un pouvoir qui force l'obéissance absolue, mais une seule fois, et en échange, il exaucera son vœu. Ce contrat va changer la vie de Lelouch.";1;
27;"Death Note";Shōnen;37;24;Automne;Octobre;2006;Terminée;Madhouse;"Light Yagami est un jeune lycéen sans histoire, qui rêverait d'enfermer tous les criminels ou de les tuer... Il trouve alors, un cahier nommé ""Death Note"" avec lequel on pourrait tuer des gens à distance en connaissant juste leur nom et qu'on ait leur visage en tête.<br />
Light ne perd pas cette chance et supprime beaucoup de criminels...<br />
<br />
Mais la route vers un meilleur monde de celui-ci sera barré par un certain obstacle : ""L"" ...";1;
28;"Nodame Cantabile";Josei;23;22;Hiver;;2007;Terminée;"J.C. STAFF";"Shinichi Chiaki est élève dans une école de musique, très doué au piano mais surtout très imbu de lui-même. Son souhait : rejoindre son maître de musique en Europe. Sa peur : l'avion. Il reste donc au Japon à ambitionner sur sa chaise jusqu'à ce qu'il rencontre sa voisine, une élève elle aussi douée au piano mais très bordélique à l'opposé de Chiaki.";3;
29;Naruto;Shōnen;220;24;Automne;;2002;Terminée;Pierrot;"Uzumaki Naruto, jeune apprenti ninja de Konoha, ne rêve que d'une chose, devenir Hokage. Pour cela il doit faire ses preuves à l'académie ninja puis dans l'équipe sous les ordres de Kakashi Hatake. Mais notre jeune ami cache un terrible secret et certains seront prêt à tout pour s'en emparer...";1;
30;Nana;Shōjo;47;24;Printemps;Avril;2006;Terminée;Madhouse;"Nana Komatsu, une jeune étudiante, décide de quitter sa ville natale pour partir rejoindre son petit ami Shouji, qui étudie dans une école d'art à Tokyo.<br />
Dans le train à destination de la capitale, Nana Komatsu se retrouve à côté de Nana Osaki, une jeune fille qui se rend également à Tokyo pour réaliser son rêve de devenir chanteuse professionnelle, comme son petit ami Ren, le guitariste du groupe populaire ""Trapnest"". Les deux jeunes fille partageant le même nom vont rapidement se lier d'amitié bien que complètement différentes. Leurs chemins vont se croiser alors qu'elles cherchent à s'installer dans Tokyo et finissent par décider d'habiter un même appartement afin de se soutenir mutuellement dans leur amour et leur travail.";4;
31;"Tennis no Ōji-sama";Shōnen;178;22;Automne;Octobre;2001;Terminée;"Trans Arts";"Echizen Ryoma intègre le club de tennis du Seishun Gakuen pour devenir le numéro 1 du tennis Japonais puis du monde...";1;
32;"Rosario to Vampire";Shōnen;13;24;Hiver;Janvier;2008;Terminée;Gonzo;"Aono Tsukune, humain normal, aucun centre d'intérêt... A échoué à son entrée au lycée.... Bref, ne sert à rien. Heureusement pour lui, son père lui a trouvé ""un peu par hasard"" une place dans un lycée, bien mystérieux.<br />
<br />
Tsukune se rendra donc, pour la rentrée, dans ce lycée très éloigné dont on ignore tout. Sur le chemin il rencontrera une charmante... vampire... avec qui il se nouera d'amitié.<br />
<br />
Et arrivé, au lycée Yokai (yokai = monstre), il se rendra bien vite compte que c'est en fait un lycée réservé aux monstres et qu'exposer sa véritable identité le condamnerait à une mort certaine.";1;
33;"Kenpū Denki Berserk";Seinen;25;24;Automne;Octobre;1997;Terminée;"Oriental Light and Magic";"""En ce monde, la destinée de l'homme est contrôlée par une entité ou une loi transcendantale comme la main de Dieu. Au moins, l'homme sait qu'il n'a aucun contrôle sur sa propre destinée."" Voici comment commence cette série. Durant ces 25 épisodes nous allons suivre les aventures de Guts, un mercenaire pour qui seuls les combats, la guerre, comptent. Jusqu'au jour où il rencontre un mystérieux jeune homme au charisme surprenant, Griffith. C'est l'histoire d'un rêve, c'est l'histoire d'une ambition, c'est l'histoire d'une amitié, voire même d'une famille, une histoire dont le sentier mène tout droit dans les enfers de ce monde...";2;
34;"Rozen Maiden Träumend";Shōnen;12;24;Automne;Octobre;2005;Terminée;Nomad;"Suite à la mort de Suigintou, le calme est revenu dans la maison des Sakurada.<br />
Maintenant qu'il a vaincu son traumatisme, Jun passe ses journées à la bibliothèque afin de rattraper son retard.<br />
De son côté Shinku a du mal à dormir, toujours traumatisée par le combat qui l'a opposée à Suigintou.<br />
C'est alors qu'elle découvre que la septième poupée, s'est réveillée et qu'elle a bien l'intention de mener le Alice Game à son terme....";1;
35;Minami-ke;Tout;13;24;Automne;;2007;Terminée;Daume;"C'est l'histoire de la vie des trois sœurs Minami.<br />
<br />
L'aîné, Haruka, paye la facture et fait les tâches ménagère, la cadette, Kana, est une fille hyper énergique, et la benjamine, Chiaki, est une intello et qui respecte Haruka.<br />
<br />
Il reste encore beaucoup d'autres personnages secondaires avec d'autres personnalités différentes.";6;
36;"Yamato Nadeshiko Shichi Henge";Shōjo;25;24;Automne;Octobre;2006;Terminée;"Nippon Animation";"Quatre jeunes et beaux garçons vivent dans une immense demeure bien au-dessus de leur moyen. Pour arranger cela, la propriétaire leur propose un marché : transformer sa nièce Sunako en vraie Lady. S'ils réussissent, ils n'auront plus à payer de loyer mais s'ils échouent alors le loyer sera triplé. Cela paraît simple mais malheureusement pour eux, Sunako est adepte des ténèbres, adore les films d'horreurs et déteste le contact avec les gens, surtout les ""belles"" personnes.";4;
37;Kanon;Tout;24;24;Automne;Octobre;2006;Terminée;"Kyōto Animation";"Yûichi Aizawa retourne chez sa tante qu'il n'a plus revu depuis 7 ans dont il a maintenant de vagues souvenirs. Sa cousine, Nayuki, le laisse l'attendre seul dehors pour faire les courses.<br />
<br />
Quelques minutes après, une fille avec un sac à dos ailé le heurte en courant à pleine vitesse. Cette fille, bien que mignonne, et qui aime les Taiyakis dit avoir perdu quelque chose et est toujours à ça recherche. Il accepte de l'aider.<br />
<br />
Cette fille, entre autre, va pouvoir lui permettre de retrouver ses souvenirs, aussi joyeux que dramatiques.";6;
38;"Sumomomo Momomo: Chijō Saikyō no Yome";Shōnen;24;24;Automne;;2006;Terminée;"Studio Hibari";"La rencontre entre l'homme le plus fort de l'Est du Japon, et l'homme le plus fort de l'Ouest du Japon prirent la décision d'arranger un mariage entre leurs enfants respectifs pour que ces deux-là puissent donner naissance à l'une des personnes les plus fortes du monde.<br />
<br />
Kuzuryuu Momoko, appartenant à l'armée de l'Ouest, ne peut maîtriser ""l'attaque spéciale"" parce que c'est une femme. Ne voulant pas perdre la lignée des Kuzuryuu et ses techniques, son père lui explique qu'elle devra se marier avec l'homme le plus puissant sur Terre. Sachant déjà qui est cette personne, Momoko va à la recherche d'Inuzuka Koushi.<br />
Inuzuka Koushi, n'aimant pas la violence, travaille dur pour devenir procureur. Il ne découvre ce mariage arrangé par son père qu'après l'apparition de Momoko mais il refuse de suite. Momoko n'étant pas contre ce mariage, fera tout pour séduire Koushi afin d'avoir un enfant...";1;
39;"Ōkami to Kōshinryō";Tout;13;24;Hiver;Janvier;2008;Terminée;Imagin;"Cet anime retrace l'histoire de Lawrence, marchand du Moyen-âge ayant pour rêve d'ouvrir un établissement et de vivre heureux jusqu'à la fin de sa vie. <br />
Suite à une affaire de revente de fourrures, il doit passer par un village appelé Pasroe où à lieu en cette saison le festival de la moisson, consistant à rendre hommage au dieu loup Holo (une légende Païenne) qui apporte les récoltes tout au long de l'année. <br />
Notre jeune marchand arrive donc dans sa contrée où il semble entretenir de très bonnes relations, pour revoir une ami appelée Chloé à qui il souhaiterait enseigner les rudiments du marchandage. Finalement, cette dernière se retrouvera enfermée suite au fait qu'elle ait perdue à un jeu créé par les villageois...<br />
<br />
Le soir arrive et Lawrence se repose sur une colline. C'est alors qu'il découvre un passager clandestin à bord de sa charrette, une femme nue, avec des oreilles sur la tête et une queue...<br />
En fait, cette femme n'est autre que Holo, la divinité païenne qui apporte les bonnes récoltes au village de Pasroe et qui a tout simplement décidé de se reposer auprès des fourrures que transportait Lawrence. <br />
C'est alors que Holo décide d'entreprendre un voyage avec Lawrence pour retrouver ses terres natales (le Grand Nord) et avec qui elle apprendra les coutumes du marchandage pour finalement l'aider dans pas mal d'affaires compliquées grâce à sa grande intelligence et à son pouvoir quelque peu surprenant...";6;
40;"Love Hina";Shōnen;25;22;Printemps;Avril;2000;Terminée;XEBEC;"Keitarô Urashima essaie d'entrer pour la troisième fois à l'université de Tokyo, suite à une promesse qu'il a faite à une petite fille il y a 15 ans. Sur l'insistance de ses parents, il se cherche un petit boulot et accepte le poste de gérant de l'hôtel de sa grand-mère, sans savoir qu'il a été reconverti en pension pour filles…";1;
41;"Code Geass ~ Hangyaku no Lelouch R2";Shōnen;25;24;Printemps;Avril;2008;Terminée;Sunrise;"Suite des aventures de Lelouch Lamperouge, après avoir combattu avec Suzaku Kururugi.";1;
42;"Last Exile";Tout;26;24;Printemps;Avril;2003;Terminée;Gonzo;"Dans le monde de Prester, deux nations : Anatoray et Disith sont en conflits perpétuels. Les combats se passent à bord de grands navires de guerre volants, où les canons à obus sont les principales forces de ces gigantesques machines. Les combats sont régis par la Guilde qui a instauré un code de la chevalerie. L'histoire commence au moment où deux pilotes de Vanship, Claus Valca et Lavie Head doivent livrer une lettre au commandant des forces d'Anatoray. Ils seront pris en plein conflit, et peu après cette intervention à risque, Claus recevra une autre mission, d'un pilote qui lui remet un ""paquet"" qu'il doit livrer de toute urgence. Ce ""paquet"" est à remettre à Alex Row, le commandant du Silverna...";6;
43;Kanon;Tout;13;25;Hiver;Janvier;2002;Terminée;"Tōei Animation";;6;
44;Chobits;Seinen;24;24;Printemps;Avril;2002;Terminée;Madhouse;"Tout commence le jour où Hideki, jeune étudiant fauché et fraîchement débarqué de sa province, découvre un robot abandonné dans un tas d’ordures. Peu familiarisé aux androïdes (ni aux filles d’ailleurs), Hideki décide de ramener chez lui cet ange mécanisé. Mais à sa grande surprise, il découvre qu’il est non seulement en possession du modèle informatique dernier cri, matriculé ""chobits"", mais qu’en plus l’OS de son robot est vierge de toutes données !!! Hideki va donc devoir tout lui apprendre, en commençant par son nom Tchii. Mais le jeune homme est bien loin de se douter que sa rencontre avec Tchii était programmée de longue date et que la mémoire vierge du chobit cache un bien lourd passé.<br />
<br />
(Source : Kazé)";2;
45;"Full Moon Wo Sagashite";Shōjo;52;25;Printemps;Avril;2002;Terminée;"Studio DEEN";"Mitsuki, une jeune fille de douze ans, collégienne, aimerait  devenir chanteuse. Malheureusement, Mitsuki est atteinte d'un cancer de la gorge nécessitant une opération afin de pouvoir la guérir, mais l'opération peut avoir des conséquences sur ses cordes vocales lui causant la perte de sa voix.<br />
C'est alors que deux shinigami du nom de Takuto et Meroko débarquent dans la vie de Mitsuki, lui annoncent qu'il ne lui reste qu'un an à vivre si elle ne se fait pas opérer. Mais Mitsuki qui avait été séparée de son ami d'enfance, Echi-kun, s'était promise que plus tard, ils auraient réalisés leur rêves, autrement dit devenir chanteuse pour Mitsuki. Émus par ces propos, Takuto décide de l'aider et lui permet de chanter en lui faisant gagner 4 ans(donc 16 ans) et en lui retirant son cancer de la gorge temporairement pendant 1 ans, c'est ainsi que naitra Full moon, mais ne l'oublions pas, il ne lui reste qu'un an à vivre.";4;
